	RUT	N°ALUMNO	SEXO	CURRICULUM	CODIGO PROGRAMA	PROGRAMA	CODIGO PREFERENCIA ESPECIALIDAD	PREFERENCIA ESPECIALIDAD	CODIGO PREFERENCIA MAJOR	PREFERENCIA MAJOR	CODIGO MAJOR SELECCIONADO	MAJOR SELECCIONADO	CODIGO MINOR SELECCIONADO	MINOR SELECCIONADO	TRACK/ÁREA	PLAN DE ESTUDIOS PERSONALIZADO	ESTADO	AÑO INGRESO	VÍA DE INGRESO	TIPO INGRESO ESPECIAL	PROM. PPA	TOTAL CRÉDITOS APROBADOS	TOTAL CRÉDITOS CONVALIDADOS	TOTAL CRÉDITOS APROBADOS+CONVALIDADOS	TOTAL CRÉDITOS REPROBADOS	TOTAL CRÉDITOS INSCRITOS	ESTUDIOS VIGENTES(PARALELO)	ESTUDIOS NO VIGENTES(FINALIZADOS POR ALGÚN MOTIVO)	LICENCIADO	FECHA LIC.	EGRESADO	FECHA EGR.	TITULADO	COLEGIO REGIÓN	COLEGIO TIPO	COLEGIO EGRESO	ESTADO DSRD ACTUAL	TIPO INGRESO	PUESTO
643	767	767	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,20"	160	0	160	80	240		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	333	-	624
644	768	768	M	C2013	40013	ING CIVIL	40062	"Ingeniero Civil de Industrias, Diploma en Ingeniería Eléctrica"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"5,19"	530	0	530	20	590	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	248
645	769	769	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		NO	REGULAR	2013	ORDINARIA PAA		"5,26"	440	25	465	10	500	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	345
646	771	771	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA		SI	REGULAR	2013	ORDINARIA PAA		"4,99"	495	0	495	10	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	419
647	772	772	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81113	MINOR DE AMPLITUD EN EXTERNALIDADES DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,29"	305	0	305	100	455	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	632
648	773	773	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,07"	495	0	495	20	560	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	655
649	774	774	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81112	MINOR DE AMPLITUD EN LOGÍSTICA Y TRANSPORTE DE CARGA		SI	REGULAR	2013	ORDINARIA PAA		"4,78"	470	0	470	50	550	ING CIVIL		NO		NO		NO	VI	PARTICULAR PAGADO	2012	100	-	474
650	775	775	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81016	MAJOR EN CIENCIAS AMBIENTALES	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,31"	490	0	490	0	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	376
651	776	776	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	10003	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL (INGENIERÍA Y ARQUITECTURA)		SI	REGULAR	2013	ORDINARIA PAA		"5,15"	480	0	480	30	560	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	561
652	778	778	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	REGULAR	2013	ORDINARIA PAA		"5,09"	495	0	495	40	575	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	87
653	779	779	M	C2013	40013	ING CIVIL	40005	Ingeniero Civil Electricista	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		NO	REGULAR	2013	ORDINARIA PAA		"4,91"	450	0	450	70	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	311
654	782	782	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81148	MINOR DE PROFUNDIDAD EN ELECTRÓNICA Y TELECOMUNICACIONES		NO	REGULAR	2013	ORDINARIA PAA		"4,57"	370	0	370	100	515	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	574
655	783	783	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"5,01"	45	0	45	50	95		ING CIVIL()	NO		NO		NO	VI	PARTICULAR PAGADO	2012	333	-	521
656	784	784	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81131	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA DE TRANSPORTE	Área 2: Herramientas de Análisis y Modelación (versión transporte)	SI	REGULAR	2013	ORDINARIA PAA		"5,91"	460	0	460	0	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	408
657	785	785	F	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 2: Herramientas de Análisis y Modelación (versión transporte)	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,49"	215	0	215	90	305		ING CIVIL()	NO		NO		NO	IV	PARTICULAR PAGADO	2012	333	-	295
658	786	786	F	C2013	40013	ING CIVIL	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 1: Externalidades e Impacto Ambiental	NO	REGULAR	2013	ORDINARIA PAA		"5,02"	450	0	450	20	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	403
659	787	787	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,14"	420	0	420	50	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	164
660	788	788	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,67"	390	0	390	70	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	393
661	789	789	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81142	MINOR DE PROFUNDIDAD EN GESTIÓN MINERA		NO	REGULAR	2013	ORDINARIA PAA		"4,63"	410	0	410	70	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	659
662	790	790	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"5,69"	80	0	80	70	150		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	334	-	253
663	791	791	M	C2013	40013	ING CIVIL	40082	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Computación"	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"4,94"	355	0	355	70	475	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	201
664	792	792	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81128	MINOR DE AMPLITUD EN OBRAS HIDRÁULICAS		NO	REGULAR	2013	ORDINARIA PAA		"5,01"	420	0	420	60	540	ING CIVIL		NO		NO		NO	VI	PARTICULAR PAGADO	2012	100	-	603
665	793	793	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"5,38"	105	0	105	60	165		ING CIVIL()	NO		NO		NO	VIII	PARTICULAR PAGADO	2012	333	-	338
666	794	794	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		NO	REGULAR	2013	ORDINARIA PAA		"4,61"	430	0	430	100	590	ING CIVIL		NO		NO		NO	VIII	PARTICULAR PAGADO	2012	100	-	665
667	799	799	M	C2013	40013	ING CIVIL	40008	"Ingeniero Civil, Diploma en Ingeniería de Minería"	81007	MAJOR EN INGENIERÍA MINERA	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81117	MINOR DE AMPLITUD EN FUNDAMENTOS PARA LA GESTIÓN MINERA		SI	REGULAR	2013	ORDINARIA PAA		"5,90"	515	0	515	0	575	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	181
668	801	801	M	C2013	40013	ING CIVIL	-	No lo tengo claro aún	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81151	MINOR DE PROFUNDIDAD EN OBRAS CIVILES		NO	REGULAR	2013	ORDINARIA PAA		"5,33"	310	0	310	0	375	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	291
669	802	802	F	C2013	40013	ING CIVIL	40022	"Ingeniero Civil, Diploma en Ingeniería Estructural"	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	10003	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL (INGENIERÍA Y ARQUITECTURA)		NO	REGULAR	2013	ORDINARIA PAA		"4,78"	430	0	430	80	570	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	541
670	803	803	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81143	MINOR DE PROFUNDIDAD EN PROCESOS MINEROS		NO	REGULAR	2013	ORDINARIA PAA		"5,61"	440	50	490	10	490	ING CIVIL		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	324
671	804	804	F	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	81007	MAJOR EN INGENIERÍA MINERA	81011	MAJOR EN INGENIERÍA GEOTÉCNICA	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL		SI	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,46"	235	0	235	75	345		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	333	-	581
672	807	807	M	C2013	40013	ING CIVIL	40082	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Computación"	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81099	"MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE (V.2016)
"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería de Software	NO	REGULAR	2013	ORDINARIA PAA		"4,51"	300	0	300	110	450	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	406
673	809	809	F	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,60"	435	0	435	90	580	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	551
674	810	810	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"5,26"	480	0	480	20	550	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	41
675	811	811	F	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE ABANDONO	2013	ORDINARIA PAA		"4,28"	20	0	20	30	50		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	337	-	384
676	812	812	M	C2013	40013	ING CIVIL	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81107	MINOR DE PROFUNDIDAD EN BIOINGENIERÍA		NO	REGULAR	2013	ORDINARIA PAA		"5,46"	390	40	430	10	450	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	252
677	813	813	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,66"	500	0	500	0	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	13
678	814	814	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		SI	AUSENTE POR SUSPENSION	2013	ORDINARIA PAA		"5,17"	400	40	440	20	420	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	221	-	583
679	815	815	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"4,49"	285	50	335	130	445	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2009	100	-	652
680	816	816	M	C2013	40013	ING CIVIL	40006	Ingeniero Civil Mecánico	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"5,65"	480	0	480	0	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	116
681	818	818	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		NO	REGULAR	2013	ORDINARIA PAA		"4,05"	380	0	380	130	550	ING CIVIL		NO		NO		NO	VII	PARTICULAR PAGADO	2012	100	-	576
682	821	821	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,62"	345	0	345	100	500	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	129
683	822	822	M	C2013	40013	ING CIVIL	40095	"Ingeniero Civil de Industrias, Diploma en Ingeniería en Tecnologías de Información"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,22"	465	0	465	50	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2011	100	-	282
684	824	824	M	C2013	40013	ING CIVIL	40006	Ingeniero Civil Mecánico	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81099	"MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE (V.2016)
"	81198	MINOR DE PROFUNDIDAD EN DATA SCIENCE Y ANALYTICS	Track Ingeniería de Software	NO	REGULAR	2013	ORDINARIA PAA		"4,85"	390	0	390	60	505	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	138
685	825	825	M	C2013	40013	ING CIVIL	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,70"	430	0	430	110	600	ING CIVIL		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	370
686	826	826	M	C2013	40013	ING CIVIL	40005	Ingeniero Civil Electricista	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81148	MINOR DE PROFUNDIDAD EN ELECTRÓNICA Y TELECOMUNICACIONES		NO	REGULAR	2013	ORDINARIA PAA		"4,98"	425	0	425	50	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	401
687	827	827	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		SI	REGULAR	2013	ORDINARIA PAA		"4,67"	370	0	370	120	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	187
688	828	828	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,37"	385	0	385	130	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	264
689	829	829	M	C2013	40013	ING CIVIL	 	 	 	 	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		SI	AUSENTE POR NO INSCRITO EN CURSO	2013	ORDINARIA PAA		"5,02"	540	0	540	5	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	227	-	270
690	188	188	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	DEPORTISTA DESTACADO	"4,41"	85	0	85	50	135		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	1050
691	214	214	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	REGULAR	2013	ESPECIAL	DEPORTISTA DESTACADO	"4,61"	355	0	355	120	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	1243
692	264	264	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81119	MINOR DE AMPLITUD EN FUNDAMENTOS DE INGENIERÍA AEROESPACIAL		NO	REGULAR	2013	ESPECIAL	DEPORTISTA DESTACADO	"4,48"	355	0	355	120	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	1028
693	586	586	F	C2013	40013	ING CIVIL	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 1: Externalidades e Impacto Ambiental	NO	REGULAR	2013	ESPECIAL	DEPORTISTA DESTACADO	"4,96"	450	40	490	40	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO		100	-	1178
694	665	665	M	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN		NO	REGULAR	2013	ESPECIAL	DEPORTISTA DESTACADO	"4,79"	365	0	365	65	475	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO		100	-	1111
695	106	106	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ESPECIAL	HIJO DE PROFESOR PUC	"4,51"	425	0	425	70	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2011	100	-	1041
696	269	269	M	C2013	40013	ING CIVIL	 	 	 	 	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81131	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA DE TRANSPORTE	Área 4: Profundización en Ingeniería de Transporte	NO	REGULAR	2013	ESPECIAL	HIJO DE PROFESOR PUC	"4,63"	400	0	400	90	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO		100	-	994
697	315	315	M	C2013	40013	ING CIVIL	40005	Ingeniero Civil Electricista	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		NO	REGULAR	2013	ESPECIAL	HIJO DE PROFESOR PUC	"4,53"	400	0	400	70	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	882
698	581	581	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ESPECIAL	HIJO DE PROFESOR PUC	"4,89"	415	0	415	50	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	794
699	296	296	F	C2013	40013	ING CIVIL	40056	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Bioprocesos"	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,93"	390	0	390	40	460	ING CIVIL		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	783
700	326	326	F	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,72"	375	0	375	90	525	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	790
701	346	346	F	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE ABANDONO	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,33"	0	0	0	40	40		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	337	-	835
702	424	424	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"5,74"	95	0	95	60	155		ING CIVIL()	NO		NO		NO	VIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	334	-	707
703	437	437	F	C2013	40013	ING CIVIL	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81151	MINOR DE PROFUNDIDAD EN OBRAS CIVILES		NO	NO VIGENTE RENUNCIADO	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,42"	245	0	245	110	355		ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	333	-	803
704	458	458	F	C2013	40013	ING CIVIL	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL		NO	REGULAR	2013	ESPECIAL	BECA EXCELENCIA ACADEMICA	"4,24"	235	0	235	165	440	ING CIVIL		NO		NO		NO	IX	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	840
